SMILES,Group,Gap,Dip
COc1cn(C)c2c(-c3cc(F)c(F)c(F)c3)c3c(C)c(-c4nccc5nn(C)nc45)n(C)c3c(-c3cc(F)c(F)c(F)c3)c12,1024,2.7723650067734975,3.446812792687638
Cc1csc2cc3c(F)c(-c4c(F)c(F)c(-c5ncc(-c6c(F)c(F)cn6C)c6nn(C)nc56)n4C)sc3cc12,1024,3.013812338865429,9.810392563719141
COc1csc(-c2cnc(-c3sc(-c4c(F)c5cc6c(cc5n4C)c(F)cn6C)c(SC)c3SC)c3nsnc23)c1OC,1024,1.9490651058538244,2.9716604839840066
CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4c(SC)c5cc6c(cc5n4C)c(F)cn6C)n3C)c3nn(C)nc23)c1SC,1024,2.6044932273248946,5.562694333955585
COc1cn(C)c2c(F)c3c(OC)c(-c4c(F)c(F)c(-c5ncc(-c6scc(F)c6F)c6nsnc56)n4C)n(C)c3c(F)c12,1024,1.6321446480483088,7.140136870613581
COc1c2sc(-c3c(F)c(F)c(-c4ncc(-c5c(F)c(F)cn5C)c5c4[N]N(C)[N]5)n3C)c(F)c2c(F)c2scc(F)c12,1024,3.047976872304052,8.374331559276383
CSc1csc(-c2cnc(-c3sc(-c4sc5c(SC)c6c(C)csc6c(SC)c5c4C)c(SC)c3SC)c3nsnc23)c1SC,1024,2.425482959179889,2.1587017332044938
COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc5c(OC)c6sccc6c(OC)c5s4)n3C)c3nn(C)nc23)c1OC,1024,2.8567154577837224,5.246107742280123
COc1c(-c2ccc(-c3ncc(-c4cccn4C)c4c3[N]N(C)[N]4)o2)n(C)c2c(OC)c3c(F)cn(C)c3c(OC)c12,1024,2.447540741981285,5.568037522122161
Cc1cc2c3cc1OC=Cc1c(sc(-c4ncc(-c5cccs5)c5nsnc45)c1C)-c(c3)n2C,1024,1.9828360328075267,3.5210071866046544
COc1csc(-c2cnc(-c3sc(-c4c(C)c5c(F)c6c(c(C)cn6C)c([N])c5n4C)c(OC)c3OC)c3nsnc23)c1OC,1024,1.7485875980189949,3.1287230866398716
COc1c2scc(C)c2c(SC)c2sc(-c3c(C)c(C)c(-c4ncc(-c5c(C)c(C)cn5C)c5nn(C)nc45)n3C)c(C)c12,1024,3.092935680408196,4.0715786116495325
Cc1cn(C)c2c(F)c3c(C)c(-c4ccc(-c5ncc(-c6cccn6C)c6nn(C)nc56)n4C)n(C)c3c(F)c12,1024,2.7841894217511514,5.405962976413284
COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc5cc6sccc6cc5s4)n3C)c3nn(C)nc23)c1OC,1024,2.9060384233980705,4.908245890320466
COc1cn(C)c2c(SC)c3c(OC)c(-c4ccc(-c5ncc(-c6ccco6)c6c5[N]O[N]6)s4)n(C)c3c(SC)c12,1024,2.026200503847894,4.7847773814214305
Cc1cn(C)c2c(C)c3c(C)c(-c4ccc(-c5ncc(-c6ccco6)c6c5[N]O[N]6)n4C)n(C)c3c(C)c12,1024,1.9966726891802353,3.4597445614578697
Cn1nc2ccnc(-c3ccc(-c4ccc(-c5cnc(-c6ccc(-c7cccn7C)n6C)c6nonc56)n4C)n3C)c2n1,1024,2.572701706125184,5.223608285357936
Cn1ccc(F)c1-c1c(F)cc(-c2ccc(-c3ncc(-c4ccco4)c4c3[N]O[N]4)o2)n1C,1024,1.9611811513472392,6.394720943884274
COc1c(-c2ccc(-c3ncc(-c4cccn4C)c4nn(C)nc34)n2C)n(C)c2c(OC)c3c(F)cn(C)c3c(OC)c12,1024,2.639770728800293,5.311790121052935
Cc1c2cc(-c3sc(-c4ncc(-c5scc(F)c5F)c5nsnc45)c(F)c3F)n(C)c2c(F)c2ccn(C)c12,1024,1.550834973016235,6.032420227379429
COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc5c(OC)c6c(c(C)cn6C)c(OC)c5n4C)n3C)c3nn(C)nc23)c1OC,1024,2.7111244163606663,5.967457615012115
CSc1cn(C)c2c(F)c3c(SC)c(-c4c(F)c(F)c(-c5ncc(-c6c(F)c(F)cn6C)c6c5[N]N(C)[N]6)n4C)n(C)c3c(F)c12,1024,2.6654110021398103,9.412457544081366
CSc1c(-c2nccc3nsnc23)n(C)c2c(-c3cc(C)c(C)c(C)c3)c3c(C)cn(C)c3c(-c3cc(C)c(C)c(C)c3)c12,1024,1.6256068168361242,2.6386345147913315
Cc1cc(-c2c3c(F)c(-c4nccc5nn(C)nc45)n(C)c3c(-c3cc(C)c(C)c(C)c3)c3c(C)cn(C)c23)cc(C)c1C,1024,2.6379739845137755,2.860969831723176
Cc1c(-c2nccc3nn(C)nc23)n(C)c2c(-c3ccccc3)c3c(F)cn(C)c3c(-c3ccccc3)c12,1024,2.7402762850837963,2.980737455656271
COc1cc(-c2c3c(F)c(-c4nccc5nsnc45)n(C)c3c(-c3cc(SC)c(SC)c(SC)c3)c3c(F)cn(C)c23)cc(OC)c1OC,1024,1.9987828724731918,2.778420455929632
Cc1c(-c2c(F)c(F)c(-c3ncc(-c4c(F)c(F)cn4C)c4nn(C)nc34)n2C)n(C)c2cc3c(F)cn(C)c3cc12,1024,2.508052250669941,9.897916376922126
Cc1cn(C)c2c(F)c3c(C)c(-c4ccc(-c5ncc(-c6ccco6)c6c5O[N]6)o4)n(C)c3c(F)c12,1024,2.0725300737588794,4.107980357273311
COc1c(F)cc2nn(C)nc2c1-c1oc(-c2cccn2C)cc1C,1024,3.237065220826955,3.0449929565521803
COc1csc2c(C)c3c(OC)c(-c4ccc(-c5ncc(-c6cccn6C)c6c5[N]N(C)[N]6)n4C)sc3c(C)c12,1024,2.7636907100304087,6.881616057663685
Cn1cccc1-c1nccc2nonc12,1024,2.5598602837410445,2.5418909698132195
CSc1cn(C)c2c(SC)c3c(C)c(-c4ccc(-c5ncc(-c6ccco6)c6c5[N]O[N]6)n4C)n(C)c3c(C)c12,1024,2.1937667643455256,3.616026111016646
COc1cc(-c2c3c(SC)cn(C)c3c(-c3cc(C)c(C)c(C)c3)c3c(SC)c(-c4nccc5nsnc45)n(C)c23)cc(OC)c1OC,1024,1.6439317323300617,3.0333189338400146
Cn1nc2ccc(F)c(-c3oc4cc5c(F)cn(C)c5c(F)c4c3F)c2n1,1024,3.4609612378905896,2.9981600988453763
CSc1cn(C)c2c(C)c3c(SC)c(-c4sc(-c5ncc(-c6scc(C)c6C)c6nsnc56)c(C)c4[N])n(C)c3c(C)c12,1024,1.6970307384271561,2.178669850098536
COc1cn(C)c2c(SC)c3c(OC)c(-c4ccc(-c5ncc(-c6ccco6)c6c5[N]O[N]6)n4C)n(C)c3c(OC)c12,1024,2.1362658105901895,4.335705037225624
Cc1c(-c2ncc(-c3cccs3)c3nsnc23)sc(-c2c(C)c3cc4c(cc3n2C)c(C)cn4C)c1C,1024,1.8029939845946452,1.0517181946427752
CN1[N]c2c(-c3cccn3C)cnc(-c3ccc(-c4c(F)c5cc6c(cc5n4C)c(F)cn6C)n3C)c2[N]1,1024,2.709894600865498,6.786258955465048
COc1csc2c(C)c3c(SC)c(-c4c(F)c(F)c(-c5ncc(-c6c(F)c(F)cn6C)c6c5[N]N(C)[N]6)n4C)sc3c(C)c12,1024,2.9774903568117064,8.76526498906925
COc1c2c(C)c(-c3c(F)c(F)c(-c4ncc(-c5c(F)c(F)cn5C)c5nn(C)nc45)n3C)n(C)c2c(OC)c2c(F)cn(C)c12,1024,2.440635828157799,9.450500088291777
Cc1c2c(F)c(-c3ccc(-c4ncc(-c5ccco5)c5c4SN[N]5)o3)n(C)c2c(C)c2c(F)cn(C)c12,1024,2.279423332237609,3.964130001597998
COc1c2c(F)c(-c3ncc(-c4c(F)c5c(OC)c6c(c(F)c(-c7nccc8nsnc78)n6C)c(C)c5n4C)c4nonc34)n(C)c2c(OC)c2c(F)cn(C)c12,1024,1.9688254766934579,2.6543642160730925
COc1ccoc1-c1oc(-c2ccc(-c3ncc(-c4cccn4C)c4nn(C)nc34)n2C)cc1SC,1024,2.592038238077699,4.671617105750614
COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc5c(OC)c6occc6c(OC)c5o4)n3C)c3c2[N]N(C)[N]3)c1OC,1024,2.8267123178002493,7.420164155340886
COC1=CC=C(F)N(C)c2cc(OC)c3c(F)c4cc(-c5c6c(OC)c(-c7cnc(OC)c8nonc78)n(C)c6c(-c6cc(OC)c(OC)c(OC)c6)c6c(OC)c(-c7nccc8nonc78)n(C)c56)c3=CC=CC=c(o4)c2=N1,1024,2.0002025080344845,9.084545664143699
CSc1ccsc1-c1sc(-c2ccc(-c3ncc(-c4cccs4)c4nsnc34)n2C)cc1SC,1024,2.0871281258518457,2.4517637055882324
CSc1csc2c(SC)c3c(SC)c(-c4ccc(-c5ncc(-c6cccn6C)c6nn(C)nc56)n4C)sc3c(C)c12,1024,3.117407443416101,5.495040087299368
COc1cc(-c2ccc(-c3c(F)c(-c4c(F)c5c(C)c6c(c(F)cn6C)c(SC)c5n4C)c(-c4c(OC)cc(-c5cccn5C)c5nn(C)nc45)n3C)n2C)n(C)c1,1024,2.8350667936618312,4.762692439198081
COc1cn(C)c2c(C)c3c(OC)c(-c4c(F)c(F)c(-c5ncc(-c6c(F)c(F)cn6C)c6nn(C)nc56)n4C)n(C)c3c(F)c12,1024,2.313074316287419,11.262288456658727
Cc1c(-c2ccc(-c3ncc(-c4cccn4C)c4nn(C)nc34)o2)n(C)c2c(F)c3c(F)cn(C)c3c(F)c12,1024,2.6557346571492846,5.293919222488836
CSc1cn(C)c2c(C)c3c(SC)c(-c4ccc(-c5ncc(-c6cccs6)c6nsnc56)o4)n(C)c3c(C)c12,1024,1.6905173920170073,2.596901474127832
COc1cn(C)c2c(SC)c3c(OC)c(-c4ccc(-c5ncc(-c6cccs6)c6nsnc56)o4)n(C)c3c(SC)c12,1024,1.8585808347371355,3.3827482579352064
Cc1cn(C)c2c(-c3ccccc3)c3cc(-c4ncc(-c5cc6c(-c7ccccc7)c7c(cc(-c8nccc9nsnc89)n7C)c(-c7ccccc7)c6n5C)c5nonc45)n(C)c3c(-c3ccccc3)c12,1024,2.052455220562717,3.299947784190785
Cc1cn(C)c(-c2cnc(-c3ccc(-c4c(C)c5c(F)c6c(c(C)cn6C)c(F)c5n4C)o3)c3nn(C)nc23)c1C,1024,2.6290618454797974,3.6479034318250934
CSc1cn(C)c2c(F)c3c(SC)c(-c4ccc(-c5ncc(-c6cccn6C)c6nn(C)nc56)n4C)n(C)c3c([N])c12,1024,2.735283587236204,5.530314129618611
COc1c(-c2c(F)c(F)c(-c3ncc(-c4c(F)c(F)cn4C)c4nn(C)nc34)n2C)n(C)c2c(OC)c3c(C)cn(C)c3c(F)c12,1024,2.530627654248489,10.105561529075569
COc1c(-c2nccc3nsnc23)n(C)c2c(-c3ccccc3)c3c(C)cn(C)c3c(-c3ccccc3)c12,1024,1.7831134582371746,2.4070038750036034
COc1c(C)c(-c2ncc(-c3c(C)c(C)cn3C)c3nn(C)nc23)n(C)c1-c1sc2c(SC)c3c(C)csc3c(SC)c2c1C,1024,3.0232324270769197,4.413629252228258
CSc1c2cc(-c3c(F)c(F)c(-c4ncc(-c5c(F)c(F)cn5C)c5nn(C)nc45)n3C)n(C)c2c(F)c2ccn(C)c12,1024,2.668004525364712,9.748729020188115
CSc1cn(C)c2c(C)c3c(SC)c(-c4ccc(-c5ncc(-c6ccco6)c6nonc56)o4)n(C)c3c(C)c12,1024,1.7574327564638281,3.629186057635394
Cc1cc(-c2c3c(F)c(-c4cnc(C)c5nn(C)nc45)n(C)c3c(-c3cc(C)c(C)c(C)c3)c3c(F)c(-c4nccc5nn(C)nc45)n(C)c23)cc(C)c1C,1024,2.5590696524866767,4.618895705223193
COc1cn(C)c2c(F)c3c(OC)c(-c4ccc(-c5ncc(-c6ccco6)c6c5[N]O[N]6)s4)n(C)c3c(F)c12,1024,2.0284348607977316,4.367053482145619
CSc1cc(-c2c3c(F)c(-c4nccc5nonc45)n(C)c3c(-c3cc(SC)c(SC)c(SC)c3)c3c(C)cn(C)c23)cc(SC)c1SC,1024,2.0645231860681386,4.80309801052935
CSc1c(-c2c(F)c(F)c(-c3ncc(-c4c(F)c(F)cn4C)c4nn(C)nc34)n2C)n(C)c2c(SC)c3c(C)cn(C)c3c(SC)c12,1024,2.6122637957484613,10.114591273497913
COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc5c(F)c6sccc6c(F)c5s4)n3C)c3nn(C)nc23)c1OC,1024,2.9516280882766344,5.57073269873735
Cc1c2cc(-c3ccc(-c4ncc(-c5cccs5)c5nsnc45)o3)n(C)c2c(C)c2ccn(C)c12,1024,1.6960576983458906,2.6700322687311213
COc1c(-c2nccc3nonc23)n(C)c2c(-c3cc(SC)c(SC)c(SC)c3)c3c(OC)c(-c4cnc(-c5c(F)c6c(F)c7c(c(F)cn7C)c(F)c6n5C)c5nsnc45)n(C)c3c(-c3cc(SC)c(SC)c(SC)c3)c12,1024,1.8941639080992836,8.347395700591878
Cn1nc2c(-c3cccn3C)cnc(-c3ccc(-c4cc5cc6occc6cc5n4C)s3)c2n1,1024,2.785109159237336,5.095088945860817
COc1csc(-c2cnc(-c3sc(-c4c(SC)c5c(OC)c6c(c(OC)cn6C)c(OC)c5n4C)c(OC)c3OC)c3nsnc23)c1OC,1024,1.5964986574491016,2.6063256717116516
Cc1c2c(F)c(-c3ccc(-c4ncc(-c5ccco5)c5c4[N]O[N]5)n3C)n(C)c2c(C)c2c(F)cn(C)c12,1024,2.282883571167549,3.7010815398993953
CSc1csc(-c2cnc(-c3c(SC)c(SC)c(-c4cc5cc6c(cc5o4)C=CO6F)n3C)c3nsnc23)c1SC,1024,2.592614230332679,5.314387893446467
COc1c2c(SC)c(-c3ccc(-c4ncc(-c5cccn5C)c5nn(C)nc45)n3C)n(C)c2c(SC)c2c(SC)cn(C)c12,1024,2.002643900950586,3.644944959936441
Cc1c2cc(-c3ccc(-c4ncc(-c5ccco5)c5c4[N]O[N]5)s3)n(C)c2c(C)c2ccn(C)c12,1024,1.600275320898302,6.520890956045375
COc1c(-c2c(C)c3cc4c(cc3n2C)c(C)cn4C)sc(-c2ncc(-c3scc(F)c3F)c3nsnc23)c1F,1024,2.9852320947395174,5.5896451277582
COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4c(F)c5c(F)c6c(c(F)cn6C)c(OC)c5n4C)n3C)c3nn(C)nc23)c1OC,1024,2.7940516892284224,5.519984965401567
CSc1c2c(C)c(-c3ccc(-c4ncc(-c5cccn5C)c5nn(C)nc45)n3C)n(C)c2c(SC)c2c(C)cn(C)c12,1024,2.7545855044654055,10.182934023820792
Cc1c(-c2c(F)c(F)c(-c3ncc(-c4c(F)c(F)cn4C)c4nn(C)nc34)n2C)n(C)c2c(C)c3c(F)cn(C)c3c(F)c12,1024,1.975222942799821,3.6640954061975144
COc1c2cc(-c3ccc(-c4ncc(-c5ccco5)c5c4[N]O[N]5)n3C)n(C)c2c(OC)c2ccn(C)c12,1024,1.8722957519735066,6.124428261565825
COc1c(-c2cnc(-c3c(F)c4c(-c5ccccc5)c5c(c(F)cn5C)c(-c5ccccc5)c4n3C)c3nonc23)n(C)c2c(-c3ccccc3)c3c(F)c(-c4nccc5nonc45)n(C)c3c(-c3ccccc3)c12,1024,2.8307883327624763,3.144154072237022
COc1cc(-c2c3c(SC)c(-c4c(F)ccc5nc(SC)c(SC)nc45)n(C)c3c(-c3cc(F)c(F)c(F)c3)c3c(F)cn(C)c23)cc(OC)c1OC,1024,2.9325492614019195,5.673438614309105
COc1cc(-c2sc3c(OC)c4c(C)cn(C)c4c(OC)c3c2C)c2nn(C)nc2c1-c1c(OC)c2cc3oc(-c4c(C)ccc5nn(C)nc45)c(C)c3c(SC)c2n1C,1024,3.0827383823155237,5.779777347714397
CSc1c(-c2ccc(-c3ncc(-c4cccn4C)c4nn(C)nc34)n2C)n(C)c2c(C)c3c(C)csc3c(C)c12,1024,1.760764498666413,5.7851828048403515
Cn1ccc2c(F)c3c(cc(-c4sc(-c5ncc(-c6scc(F)c6F)c6nsnc56)c(F)c4[N])n3C)c(F)c21,1024,1.9187555210240819,5.943265347484989
CSc1c2c(F)cn(C)c2c(F)c2c(F)c(-c3c(F)c(F)c(-c4ncc(-c5scc(F)c5F)c5nsnc45)n3C)n(C)c12,1024,2.4583300173167357,9.412561538400315
COc1c2cc(-c3c(F)c(F)c(-c4ncc(-c5c(F)c(F)cn5C)c5nn(C)nc45)n3C)n(C)c2c(F)c2ccn(C)c12,1024,2.743995515683147,6.7811420301802565
COc1c(OC)c(-c2ncc(-c3c(F)cc(F)n3C)c3nn(C)nc23)n(C)c1-c1cc(C)c(-c2occc2F)o1,1024,2.7132114168653656,5.77460043359511
CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4c(C)c5c(SC)c6c(c(C)cn6C)c(SC)c5n4C)n3C)c3nn(C)nc23)c1SC,1024,1.8407868382860677,1.4046001326059785
Cc1cc(-c2c3c(F)c(-c4nccc5nsnc45)n(C)c3c(-c3cc(C)c(C)c(C)c3)c3c(C)cn(C)c23)cc(C)c1C,1024,2.2318802018915083,2.2886827383970143
CSc1coc(-c2cnc(-c3sc(-c4ccc(-c5cccn5C)n4C)c(SC)c3SC)c3nsnc23)c1SC,1024,2.0445965261114862,5.597274558408332
COc1cc(-c2ccc(-c3c(F)cc(-c4c(OC)cc(-c5ccc(-c6c(OC)ccc7nsnc67)o5)n4C)c4nsnc34)o2)n(C)c1,1024,2.659114152567667,9.750331458727315
COc1c2c(F)cn(C)c2c(F)c2c(F)c(-c3c(F)c(F)c(-c4ncc(-c5c(F)c(F)cn5C)c5nn(C)nc45)n3C)n(C)c12,1024,3.075243554822196,4.068310448743651
CSc1cc(-c2c3cc(-c4cc(F)cc5nn(C)nc45)n(C)c3c(-c3cc(SC)c(SC)c(SC)c3)c3ccn(C)c23)cc(SC)c1SC,1024,3.112587433362835,4.12871368771267
COc1cc(-c2ccc(-c3c(F)c(F)cc4nn(C)nc34)n2C)n(C)c1,1024,1.8767513868790426,2.627631644105283
COc1csc(-c2cnc(-c3sc(-c4cc5c(F)c6c(ccn6C)c(F)c5n4C)c(OC)c3OC)c3nsnc23)c1OC,1024,2.9982237007662613,6.116190751658895
COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4sc5cc6c(SC)csc6cc5c4SC)n3C)c3c2[N]N(C)[N]3)c1OC,1024,2.409446052060695,6.689615521423262
COc1cc2nonc2c(-c2cc3c(-c4cc(SC)c(SC)c(SC)c4)c4c(ccn4C)c(-c4cc(SC)c(SC)c(SC)c4)c3n2C)c1Oc1ccccc1,1024,2.620875378227858,9.144302477747912
CSc1cn(C)c2cc3c(SC)c(-c4c(C)c(C)c(-c5ncc(-c6c(F)c(F)cn6C)c6nn(C)nc56)n4C)n(C)c3cc12,1024,1.9345392545412041,1.9261908568338937
Cc1c2c(F)c(-c3ccc(-c4ncc(-c5cccs5)c5nsnc45)o3)n(C)c2c(C)c2c(F)cn(C)c12,1024,2.8452291926718685,5.934721445183265
Cc1cnn(C)c1-c1c(C)cc(-c2ccc(-c3ncc(-c4cccn4C)c4nn(C)nc34)n2C)n1C,1024,2.968930477916271,5.770090779563937
COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4c(F)c5cc6c(cc5n4C)c(F)cn6C)n3C)c3nn(C)nc23)c1OC,1024,1.919615231865434,3.5607038550745482
COc1c2cc(-c3ccc(-c4ncc(-c5cccs5)c5c4[N]O[N]5)s3)n(C)c2c(OC)c2ccn(C)c12,1024,2.8012666840607934,3.573613733847734
COc1cn(C)c2c(-c3cc(F)c(F)c(F)c3)c3cc(-c4nccc5nn(C)nc45)n(C)c3c(-c3cc(F)c(F)c(F)c3)c12,1024,2.8827813144821817,8.296517999690254
Cc1c(C)c(-c2ncc(-c3c(F)c(F)cn3C)c3nn(C)nc23)n(C)c1-c1cc(F)c(-c2sccc2F)s1,1024,2.196389004241641,3.115867534739596
CSc1c(-c2ncc(-c3cccs3)c3nsnc23)sc(-c2cc(F)c(-c3c(F)ccn3C)n2C)c1SC,1024,1.7409473226729877,6.583133944724533
Cc1cn(C)c2cc3c(F)c(-c4sc(-c5ncc(-c6scc(F)c6F)c6nsnc56)c(F)c4F)n(C)c3cc12,1024,1.87901661467111,2.4786284950161406
COc1csc(-c2cnc(-c3sc(-c4cc5cc6c(ccn6C)cc5n4C)c(C)c3OC)c3nsnc23)c1OC,1024,3.056302277226385,3.321734958270304
Cc1cn(C)c(-c2cnc(-c3c(C)c(C)c(-c4sc5c(C)c6ccsc6c(C)c5c4F)n3C)c3nn(C)nc23)c1C,1024,3.361843663703814,3.387048248186421
Cc1cn(C)c2c(F)c3c(F)c(-c4cc(F)cc5nn(C)nc45)sc3cc12,1024,3.029775474671124,3.157439754818457
COC1=C(c2ccccc2)C(c2c(OC)c(OC)cn2C)=CC2=NSN=C1N2C,1024,3.0345174146802827,3.6193838339477025
COc1cc(-c2ccc(-c3c(C)c(F)cc4nn(C)nc34)o2)n(C)c1,1024,2.858555031530756,5.719032533020582
COc1cn(C)c2c1[N]N(C)[N]c1c(-c3ccc(-c4sc5cc6c(OC)csc6cc5c4F)n3C)ncc(OC)c1-2,1024,2.71499017724247,4.2903277852406205
Cc1cn(C)c(-c2cnc(-c3c(C)c(F)c(-c4cc5cc6c(ccn6C)cc5n4C)n3C)c3nn(C)nc23)c1C,1024,3.165910198188161,3.823400201873799
COc1csc2cc3c(OC)c(-c4ccc(-c5ncc(C6=CC=C(c7cccn7C)c7cc(cn7C)N6C)c6nn(C)nc56)n4C)sc3cc12,1024,2.6373363964945544,6.163471895168654
COc1cn(C)c2c(SC)c3c(F)c(-c4c(SC)c(SC)c(-c5ncc(-c6c(SC)c(SC)cn6C)c6nn(C)nc56)n4C)n(C)c3c(SC)c12,1024,1.7635003096019557,2.409071583872663
COc1c(-c2nccc3nsnc23)n(C)c2c(-c3cc(C)c(C)c(C)c3)c3c(SC)cn(C)c3c(-c3cc(C)c(C)c(C)c3)c12,1024,2.9236382203237383,5.637726934825083
COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4c5c(OC)cn(C)c6cc5c(cc6OC)n4C)n3C)c3nn(C)nc23)c1OC,1024,2.362757719805587,2.4025204289758464
CSc1csc(-c2cnc(-c3sc(-c4sc5cc(C)c6cc5c4c(SC)cs6)c(SC)c3SC)c3nsnc23)c1SC,1024,2.1717014909013197,4.147688763144665
CSc1cc(-c2c3c(F)c(-c4nccc5nonc45)n(C)c3c(-c3cc(SC)c(SC)c(SC)c3)c3c(F)cn(C)c23)cc(SC)c1SC,1024,2.8863868134756685,9.630971408036148
Cc1c(F)c(-c2ncc(-c3c(F)c(F)cn3C)c3nn(C)nc23)n(C)c1-c1c(F)c2cc3c(cc2n1C)c(F)cn3C,1024,3.010696161237984,8.756180204997108
CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4cc(SC)c(-c5c(SC)ccn5C)n4C)n3C)c3nn(C)nc23)c1SC,1024,1.7067905770142255,3.174558764581758
COc1cn(C)c2cc3c(OC)c(-c4ccc(-c5ncc(-c6cccs6)c6nsnc56)o4)n(C)c3cc12,1024,3.0133234670007707,10.26550528904585
Cc1c(-c2c(F)c(F)c(-c3ncc(-c4c(F)c(F)cn4C)c4nn(C)nc34)n2C)sc2cc3c(F)csc3cc12,1024,3.0711702644871672,9.665909267427676
CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4cc(C)c(-c5c(F)ccn5C)n4C)n3C)c3nn(C)nc23)c1SC,1024,1.9587346951936389,4.60580105414878
